,location,title,company,salary,salrange
2783,"Cherry Hill, NJ 08002",Human Performance Research Scientist,Lockheed Martin,No Salary Listed,20000
2784,"Gwynedd, PA","Scientist, Quantitative Sciences and Pharmacometrics Job",Merck,No Salary Listed,20000
2785,"Philadelphia, PA",Software Engineer - Machine Learning,Reed Elsevier,No Salary Listed,20000
2786,"West Conshohocken, PA",Health Data Scientist,No Company Listed,No Salary Listed,20000
2787,"West Point, PA",Bioassay Scientist,Eurofins,No Salary Listed,20000
2788,"Upper Providence, PA",DMPK Senior Scientist,GlaxoSmithKline,No Salary Listed,20000
2789,"Philadelphia, PA",Scientist - Process Development - Viral Vectors,Wuxi AppTec,No Salary Listed,20000
2790,"Philadelphia, PA",Scientist - Process Development,Wuxi AppTec,No Salary Listed,20000
2791,"Wilmington, DE",Quantitative Risk Analyst II,M&T Bank,No Salary Listed,20000
2792,"Philadelphia, PA 19104 (Belmont area)",Clin Research Assistant I-Center for Autism Research (CAR),Children's Hospital of Philadelphia,No Salary Listed,20000
2793,"King of Prussia, PA",No Job Title Listed,GlaxoSmithKline,No Salary Listed,20000
2794,"Malvern, PA",Data Review Scientist - PDMS,Eurofins,No Salary Listed,20000
2795,"Blue Bell, PA 19424",Safety Scientist-UBC,Express Scripts,No Salary Listed,20000
2796,"Malvern, PA",Scientist- Characterization,Eurofins,No Salary Listed,20000
2797,"Philadelphia, PA",BIOINFORMATICS PROGRAMMER ANALYST JR./SR.,University of Pennsylvania,No Salary Listed,20000
2798,"Conshohocken, PA",Market Research & Portfolio Analyst,Johnson Matthey,No Salary Listed,20000
2799,"Wilmington, DE",Summer Internship - Research & Development Center,DuPont,No Salary Listed,20000
2800,"Radnor, PA","Senior Application Developer, Salesforce",VWR,No Salary Listed,20000
2801,"Blue Bell, PA",Data Scientist with Hadoop/SAS Experience,Cognizant,No Salary Listed,20000
2802,"Malvern, PA",Analytical Data Review Scientist,Eurofins,No Salary Listed,20000
2803,"Wilmington, DE",Research Manager,"Anthem, Inc.",No Salary Listed,20000
2804,"West Point, PA",Process Analytics Scientist,Eurofins,No Salary Listed,20000
2805,"Philadelphia, PA",Technology Graduate Entry Scheme: Software Engineer 1,Reed Elsevier,No Salary Listed,20000
2806,"Wilmington, DE",Data Scientist - Proactive and Reactive Customer Retention A...,Citi,No Salary Listed,20000
2807,"Malvern, PA",Analytical Data Review Scientist,Eurofins,No Salary Listed,20000
2808,"Collegeville, PA 19426","Manager, Statistical Consulting, Target Sciences",GlaxoSmithKline,No Salary Listed,20000
2809,"Philadelphia, PA",Post-doctoral Fellow,No Company Listed,No Salary Listed,20000
2810,"West Point, PA",Process Analytics Scientist,Eurofins,No Salary Listed,20000
2811,"Philadelphia, PA",Analytics-Technical Team Lead,Reed Elsevier,No Salary Listed,20000
2812,"Philadelphia, PA",RESEARCH SPECIALIST C,University of Pennsylvania,No Salary Listed,20000
2813,"Horsham, PA",Clinical Research Protocol Analyst- Acurian (A PPD Company),PPD,No Salary Listed,20000
2814,"King of Prussia, PA",Senior Statistical Scientist/Associate Director Biostatistic...,CSL Behring,No Salary Listed,20000
2815,"Philadelphia, PA",Oncology Data Specialist II - Certified Cancer Registrar (J6...,Thomas Jefferson University and Hospitals,No Salary Listed,20000
2816,"King of Prussia, PA",Clinical Sciences Intern,Nestle Nutrition,No Salary Listed,20000
2817,"King of Prussia, PA",Clinical Sciences Intern,No Company Listed,No Salary Listed,20000
2818,"King of Prussia, PA",Senior Clinical Safety Scientist,CSL Behring,No Salary Listed,20000
2819,"Philadelphia, PA",Senior Research Scientist,Chubb,No Salary Listed,20000
2820,"Philadelphia, PA",Analytics-Technical Team Lead,Reed Elsevier,No Salary Listed,20000
2821,"Philadelphia, PA",Oncology Data Specialist II - Certified Cancer Registrar (J6...,Thomas Jefferson University and Hospitals,No Salary Listed,20000
2822,"Plymouth Meeting, PA","Senior Manager, Statistical Methodology",No Company Listed,No Salary Listed,20000
2823,"Philadelphia, PA",Post-doctoral Fellow,No Company Listed,No Salary Listed,20000
2824,"West Chester, PA 19380",Quantitative Analyst,BB&T,No Salary Listed,20000
2825,"Philadelphia, PA",Planner,Michael Baker International,No Salary Listed,20000
2826,"Philadelphia, PA 19104 (Belmont area)",UI Developer,Children's Hospital of Philadelphia,No Salary Listed,20000
2827,"Wayne, PA 19087",Tax Research Analyst,"Vertex, Inc.",No Salary Listed,20000
2828,"Philadelphia, PA",Data Science Manager Healthcare,No Company Listed,"$170,000 a year",20000
2829,"King of Prussia, PA",Senior Analytical Chemist,PPD,No Salary Listed,20000
2830,"Collegeville, PA 19426","Single Cell Biology - Screening, Profiling, and Mechanistic...",GlaxoSmithKline,No Salary Listed,20000
2831,"Wilmington, DE 19801","Research Manager, Research Operations - 126779","Anthem, Inc.",No Salary Listed,20000
2832,"Philadelphia, PA",Technical Product Manager,Reed Elsevier,No Salary Listed,20000
2833,"Philadelphia, PA",Senior Research Scientist,Chubb,No Salary Listed,20000
2834,"Philadelphia, PA",RESEARCH MANAGER,University of Pennsylvania,No Salary Listed,20000
2835,"Moorestown, NJ 08057",Staff Designer 1,T&M Associates,No Salary Listed,20000
2836,"Philadelphia, PA",RESEARCH INVESTIGATOR SR,University of Pennsylvania,No Salary Listed,20000
2837,"Philadelphia, PA 19103 (Belmont area)",Sr. Digital Analyst,Elsevier,No Salary Listed,20000
2838,"Philadelphia, PA",Research Technician I,Howard Hughes Medical Institute,No Salary Listed,20000
2839,"Philadelphia, PA",Principal Software Engineer - Machine Learning,Reed Elsevier,No Salary Listed,20000
2840,"Plymouth Meeting, PA",Snr Statistician - Patient Analytics,No Company Listed,No Salary Listed,20000
2841,"Radnor, PA",Demand Planner,VWR,No Salary Listed,20000
2842,"Philadelphia, PA",CLINICAL RESEARCH SPECIALIST,University of Pennsylvania,No Salary Listed,20000
2843,"Philadelphia, PA 19104 (Belmont area)",UI Developer,Children's Hospital of Philadelphia,No Salary Listed,20000
2844,"Radnor, PA",Group Benefits Sr Market Research Analyst,Lincoln Financial,No Salary Listed,20000
2845,"Wilmington, DE 19803","Research / Sr. Research Scientist, Antibody Discovery",Incyte Corporation,No Salary Listed,20000
2846,"West Point, PA",Sample Management Scientist,No Company Listed,No Salary Listed,20000
2847,"Radnor, PA","Intern, Operations-Supply Chain",VWR,No Salary Listed,20000
2848,"Malvern, PA","Senior Analyst, Investment Risk Management, Quantitative Equ...",Vanguard,No Salary Listed,20000
2849,"Philadelphia, PA",Technical Product Manager,Reed Elsevier,No Salary Listed,20000
2850,"Radnor, PA",Financial Analyst - Financial Planning and Analysis,VWR,No Salary Listed,20000
2851,"Blackwood, NJ",Academic Research Analyst,Camden County College,No Salary Listed,20000
2852,"Philadelphia, PA",Senior Statistician to Associate Director Biostatistics,No Company Listed,No Salary Listed,20000
2853,"Spring House, PA",Downstream Scientist - Large Molecule,No Company Listed,No Salary Listed,20000
2854,"West Chester, PA 19380",Senior Quantitative Analyst,BB&T,No Salary Listed,20000
2855,"Philadelphia, PA",GIS Analyst,Vistronix,No Salary Listed,20000
2856,"Philadelphia, PA 19103 (Belmont area)",Systems Engineer,Elsevier,No Salary Listed,20000
2857,"Philadelphia, PA 19113",Information Systems Web Developer Intern,Thermo Fisher Scientific,No Salary Listed,20000
2858,"West Point, PA 19486",Scientist - III (Senior),Experis,$32 - $35 an hour,20000
2859,"Cherry Hill, NJ 08002",Computational Modeling of Human State Engineer,Lockheed Martin,No Salary Listed,20000
2860,"Malvern, PA",Advanced Analytics Manager,Vanguard,No Salary Listed,20000
2861,"West Point, PA",Instrument Validation & Bioassay Scientist,No Company Listed,No Salary Listed,20000
2862,"West Point, PA",Instrument Validation Scientist,No Company Listed,No Salary Listed,20000
2863,"Philadelphia, PA 19136 (Mayfield area)",Senior Statistical Programmer (Pharmaceutical) *REMOTE,No Company Listed,No Salary Listed,20000
2864,"Philadelphia, PA","PE Product Manager, Consumer",No Company Listed,No Salary Listed,20000
2865,"Blackwood, NJ",Academic Research Analyst,No Company Listed,No Salary Listed,20000
2866,"Gwynedd, PA",Clinical Scientist Job,No Company Listed,No Salary Listed,20000
2867,"Philadelphia, PA",GIS Analyst,No Company Listed,No Salary Listed,20000
2868,"Philadelphia, PA",Landscape Architect,No Company Listed,No Salary Listed,20000
2869,"Spring House, PA",Lab Support Specialist,No Company Listed,No Salary Listed,20000
2870,"Philadelphia, PA 19103 (Belmont area)","Senior Product Manager, Data Analytics & Visualization",Elsevier,No Salary Listed,20000
2871,"Wilmington, DE 19803",Sr. Epoxy Formulations Scientist,Axalta Coating Systems,No Salary Listed,20000
2872,"Philadelphia, PA",Community Outreach Specialist,University of Pennsylvania,No Salary Listed,20000
2873,"King of Prussia, PA",Scientist - Biopharmaceutical,PPD,No Salary Listed,20000
2874,"Philadelphia, PA",SRI NEUROLOGICAL DISEASES,University of Pennsylvania,No Salary Listed,20000
2875,"Malvern, PA",Scientist- Characterization,No Company Listed,No Salary Listed,20000
2876,"Philadelphia, PA 19136 (Mayfield area)",Senior Statistical Programmer (Pharmaceutical) *REMOTE,Personify,No Salary Listed,20000
2877,"Collegeville, PA",Bench Scientist L1,No Company Listed,No Salary Listed,20000
2878,"King of Prussia, PA",No Job Title Listed,GlaxoSmithKline,No Salary Listed,20000
2879,"Gwynedd, PA",Clinical Scientist Job,Merck,No Salary Listed,20000
2880,"West Point, PA",Bioreactor Scientist,No Company Listed,No Salary Listed,20000
2881,"Philadelphia, PA",Software Developer- Internship,Reed Elsevier,No Salary Listed,20000
2882,"Philadelphia, PA",Systems Analyst Sr,Thomas Jefferson University and Hospitals,No Salary Listed,20000
2883,"Collegeville, PA 19426",No Job Title Listed,GlaxoSmithKline,No Salary Listed,20000
2884,"West Chester, PA",Senior Project Scientist for Emergency Response,Weston Solutions,No Salary Listed,20000
2885,"Philadelphia, PA",Senior UX Designer,Reed Elsevier,No Salary Listed,20000
2886,"Philadelphia, PA","PE Product Manager, Consumer",Reed Elsevier,No Salary Listed,20000
2887,"King of Prussia, PA",Staff Technician / Senior Staff Technician,No Company Listed,No Salary Listed,20000
2888,"Philadelphia, PA",Principal Software Engineer,Reed Elsevier,No Salary Listed,20000
2889,"Philadelphia, PA",GIS Technology Task Lead,Vistronix,No Salary Listed,20000
2890,"West Point, PA",In Vivo Scientist,No Company Listed,No Salary Listed,20000
2891,"Philadelphia, PA",Landscape Architect,Jacobs,No Salary Listed,20000
2892,"Malvern, PA",Health Economist,Siemens,No Salary Listed,20000
2893,"Philadelphia, PA",Senior Statistical Programmer (Medical Affairs),Jazz Pharmaceuticals,No Salary Listed,20000
2894,"Philadelphia, PA",Manager - Continuous Improvement,Beckman Coulter,No Salary Listed,20000
2895,"Philadelphia, PA",Manager - Continuous Improvement,"Beckman Coulter, Inc.",No Salary Listed,20000
2896,"Conshohocken, PA",Environmental Scientist,AECOM,No Salary Listed,20000
2897,"Philadelphia, PA",Formulator,No Company Listed,No Salary Listed,20000
2898,"West Point, PA",Bioreactor Scientist,Eurofins,No Salary Listed,20000
2899,"Philadelphia, PA 19103 (Belmont area)",Research Analyst,"Fox Rothschild, LLP",No Salary Listed,20000
2900,"Philadelphia, PA",Software Engineer,Reed Elsevier,No Salary Listed,20000
2901,"Voorhees, NJ",Supply Chain Scientist,NFI Industries,No Salary Listed,20000
2902,"Malvern, PA",Senior Research Software Developer - Computer Vision,Siemens,No Salary Listed,20000
2903,"Malvern, PA",High Yield Senior Municipal Credit Research Analyst,Vanguard,No Salary Listed,20000
2904,"Malvern, PA",Investment Grade Senior Municipal Credit Research Analyst,Vanguard,No Salary Listed,20000
2905,"Philadelphia, PA",Sales Intelligence Analyst,Reed Elsevier,No Salary Listed,20000
2906,"Philadelphia, PA","Senior Financial Analyst, Health Markets",Reed Elsevier,No Salary Listed,20000
2907,"Malvern, PA",Senior Research Software Developer - Computer Vision,Siemens,No Salary Listed,20000
2908,"Philadelphia, PA",Associate Scientist,Temple University,No Salary Listed,20000
2909,"Philadelphia, PA",Senior Software Engineer - Search,Reed Elsevier,No Salary Listed,20000
2910,"West Point, PA",Downstream Scientist,No Company Listed,No Salary Listed,20000
2911,"Philadelphia, PA",Senior Formulator,No Company Listed,No Salary Listed,20000
2912,"Philadelphia, PA",User Experience Lead Specialist,Reed Elsevier,No Salary Listed,20000
2913,"Philadelphia, PA","Manager, Social Media Communications",American Association for Cancer Research,No Salary Listed,20000
2914,"West Point, PA",Bioreactor Scientist,Eurofins,No Salary Listed,20000
2915,"Philadelphia, PA",Communications and Outreach Specialist,Drexel University,No Salary Listed,20000
2916,"Wayne, PA",Tech Manager,Mobiquity,No Salary Listed,20000
2917,"Malvern, PA",High Yield Senior Municipal Credit Research Analyst,Vanguard,No Salary Listed,20000
2918,"Malvern, PA",Investment Grade Senior Municipal Credit Research Analyst,Vanguard,No Salary Listed,20000
2919,"Philadelphia, PA",Billing Clerk II- Dermatology- J57,Thomas Jefferson University and Hospitals,No Salary Listed,20000
2920,"Philadelphia, PA",Nurse Data Manager II - Surgery,Thomas Jefferson University and Hospitals,No Salary Listed,20000
2921,"King of Prussia, PA",Clinical Investigation Lead,GlaxoSmithKline,No Salary Listed,20000
2922,"Wilmington, DE 19803",Program Leader to VP (DOE) - Immuno-Oncology,Incyte Corporation,No Salary Listed,20000
2923,"King of Prussia, PA",No Job Title Listed,GlaxoSmithKline,No Salary Listed,20000
2924,"Radnor, PA",Customer Sales Data Specialist,VWR,No Salary Listed,20000
2925,"Conshohocken, PA",Scientific Project Manager,Synergy,No Salary Listed,20000
2926,"Voorhees, NJ",Supply Chain Scientist,NFI Industries,No Salary Listed,20000
2927,"Wilmington, DE 19803","Director/Sr. Director, Clinical Research Scientist",Incyte Corporation,No Salary Listed,20000
2928,"King of Prussia, PA",Global Principal Clinical Scientist-Immunology,CSL Behring,No Salary Listed,20000
2929,"Philadelphia, PA",Clinical Research Coordinator IV - Department of Pathology -...,Thomas Jefferson University and Hospitals,No Salary Listed,20000
2930,"Wilmington, DE 19803","Sr. Staff Scientist, Pharmacology (non-oncology unit)",Incyte Corporation,No Salary Listed,20000
2931,"Wayne, PA",UX Architect,Mobiquity,No Salary Listed,20000
2932,"West Point, PA 19486",Scientist - III (Senior),Ascent Services Group,No Salary Listed,20000
2933,"West Point, PA 19486",Scientist - II (Associate),Ascent Services Group,No Salary Listed,20000
2934,"Wilmington, DE 19803","Director/Sr. Director, Clinical Research Scientist",Incyte Corporation,No Salary Listed,20000
2935,"Mount Laurel, NJ",Statistician - CRA and Fair Banking Compliance (CFBC,TD Bank,No Salary Listed,20000
2936,"West Point, PA",Scientist Commercialization / Process Development Support,Eurofins,No Salary Listed,20000
2937,"West Point, PA",Scientist II,System One,No Salary Listed,20000
2938,"Philadelphia, PA",Statistical Analysis Manager,No Company Listed,No Salary Listed,20000
2939,"King of Prussia, PA","Investigator, Investigative Safety and Drug Disposition",GlaxoSmithKline,No Salary Listed,20000
2940,"Wilmington, DE 19803",Program Leader to VP (DOE) - Solid Tumors,Incyte Corporation,No Salary Listed,20000
2941,"Radnor, PA",Customer Sales Data Specialist,VWR,No Salary Listed,20000
2942,"Conshohocken, PA",Entry-Level Environmental Scientist,AECOM,No Salary Listed,20000
2943,"King of Prussia, PA","Investigator, Investigative Safety and Drug Disposition",GlaxoSmithKline,No Salary Listed,20000
2944,"Wilmington, DE",Global HPLC Columns Product Manager,Agilent Technologies,No Salary Listed,20000
2945,"Philadelphia, PA",Statistical Analysis Manager,No Company Listed,No Salary Listed,20000
2946,"Blue Bell, PA 19424",Sr Safety Scientist - UBC,Express Scripts,No Salary Listed,20000
2947,"King of Prussia, PA",Associate Research Scientist - Biopharmaceutical,PPD,No Salary Listed,20000
2948,"West Point, PA",QA/QC Compliance Senior Scientist,Eurofins,No Salary Listed,20000
2949,"West Point, PA 19486",Scientist - II (Associate),Ascent Services Group,No Salary Listed,20000
2950,"Wilmington, DE 19803",Sr. Staff to Sr. Research Scientist (Immunology/Biotherapeut...,Incyte Corporation,No Salary Listed,20000
2951,"Philadelphia, PA",Senior Hadoop Engineer/Architect,Reed Elsevier,No Salary Listed,20000
2952,"Willow Grove, PA",Forensic Biologist III (Training Specialist),NMS Labs,No Salary Listed,20000
2953,"West Point, PA",Scientist II,System One,No Salary Listed,20000
2954,"Wilmington, DE 19803","Director, Clinical Research Scientist",Incyte Corporation,No Salary Listed,20000
2955,"Mount Laurel, NJ",Statistician - CRA and Fair Banking Compliance (CFBC,TD Bank,No Salary Listed,20000
2956,"Philadelphia, PA",Senior Quality Test Engineer,Reed Elsevier,No Salary Listed,20000
2957,"Plymouth Meeting, PA",Manager of Statistical Programming - Big Data Analytics,No Company Listed,No Salary Listed,20000
2958,"West Point, PA",Scientist Commercialization / Process Development Support,No Company Listed,No Salary Listed,20000
2959,"Camden, NJ 08102",Senior Software Engineer,Camden Coalition of Healthcare Providers,No Salary Listed,20000
2960,"Plymouth Meeting, PA 19462",Technical Data Analyst Finance Analytics,No Company Listed,No Salary Listed,20000
2961,"King of Prussia, PA",Post-doctoral fellow : Quantitative System Pharmacology,GlaxoSmithKline,No Salary Listed,20000
2962,"Philadelphia, PA",Chief Operating Officer Ophthalmology,University of Pennsylvania Health System,No Salary Listed,20000
2963,"Warminster, PA 18974","Sr. Scientist, Clinical Virology",Arbutus Biopharma,No Salary Listed,20000
2964,"West Point, PA 19486",Regulatory Scientist Assistant - II,Experis,No Salary Listed,20000
2965,"Philadelphia, PA 19113",Technical Product Manager,Thomson Reuters,No Salary Listed,20000
2966,"Wilmington, DE 19803","Director, Clinical Research Scientist",Incyte Corporation,No Salary Listed,20000
2967,"East Norriton, PA",Environmental/Geoenvironmental Engineer,O'Brien & Gere,No Salary Listed,20000
2968,"Philadelphia, PA",Medical Information Scientist (MIS),"Alphanumeric Systems, Inc.",No Salary Listed,20000
2969,"King of Prussia, PA",Post-doctoral fellow : Quantitative System Pharmacology,GlaxoSmithKline,No Salary Listed,20000
2970,"West Point, PA 19486",Regulatory Scientist Assistant - II,Experis,No Salary Listed,20000
2971,"Blue Bell, PA 19422",CAD / GIS Professional,No Company Listed,No Salary Listed,20000
2972,"Philadelphia, PA",Medical Information Scientist (MIS),"Alphanumeric Systems, Inc.",No Salary Listed,20000
2973,"King of Prussia, PA",Investigator Mechanistic QSP/QST Modeler (DDM),GlaxoSmithKline,No Salary Listed,20000
2974,"King of Prussia, PA 19406",STATISTICAL ANALYST,No Company Listed,No Salary Listed,20000
2975,"Radnor, PA",Compensation Coordinator,VWR,No Salary Listed,20000
2976,"Philadelphia, PA","Director, Corporate Accounts, Northeast",Reed Elsevier,No Salary Listed,20000
2977,"Philadelphia, PA",Medical Engagement Associate (MEA),"Alphanumeric Systems, Inc.",No Salary Listed,20000
2978,"Wilmington, DE",Talent Scout,AstraZeneca,No Salary Listed,20000
2979,"Philadelphia, PA",Medical Engagement Associate (MEA),"Alphanumeric Systems, Inc.",No Salary Listed,20000
2980,"Wilmington, DE 19803","Research Scientist, Health Care Delivery Science, FT (MD, Ph...",Nemours Children's Health System,No Salary Listed,20000
2981,"Collegeville, PA 19426","Postdoctoral Teaching Fellow, Chemistry (2 Year)",Ursinus College,No Salary Listed,20000
2982,"Wilmington, DE 19801",Java Software Engineer,BlackRock,No Salary Listed,20000
2983,"Philadelphia, PA 19103 (Belmont area)",Senior Architect - Research Metrics,Elsevier,No Salary Listed,20000
2984,"Cherry Hill, NJ 08002",Sensor Engineer,Lockheed Martin,No Salary Listed,20000
2985,"Collegeville, PA 19426",Alternative Drug Discovery & Development Experimental Biolog...,GlaxoSmithKline,No Salary Listed,20000
2986,"Radnor, PA",Compensation Coordinator,VWR,No Salary Listed,20000
2987,"Philadelphia, PA 19019 (Somerton area)",BigData/Hadoop-Machine Learning Architect,No Company Listed,No Salary Listed,20000
2988,"Cherry Hill, NJ 08002",Sensor Engineer,Lockheed Martin,No Salary Listed,20000
2989,"Philadelphia, PA",Post-Doc Fellow - Medicine - Full Time,Thomas Jefferson University and Hospitals,No Salary Listed,20000
2990,"Collegeville, PA 19426","Postdoctoral Teaching Fellow, Chemistry (2 Year)",Ursinus College,No Salary Listed,20000
2991,"Cambridge, NJ",Health Economics and Outcomes Research Scientist (Biostatist...,No Company Listed,No Salary Listed,20000
2992,"Wilmington, DE 19803","Research Scientist, Health Care Delivery Science, FT (MD, Ph...",Nemours Children's Health System,No Salary Listed,20000
2993,"Philadelphia, PA",SENIOR BIOINFORMATICS PROJECT COORDINATOR,University of Pennsylvania,No Salary Listed,20000
2994,"King of Prussia, PA",Process Development: Process/Automation Engineer,GlaxoSmithKline,No Salary Listed,20000
2995,"Malvern, PA 19355","Vice President, Medical Affairs",No Company Listed,No Salary Listed,20000
2996,"Philadelphia, PA",Post-Doc Fellow - Surgery - Full Time,Thomas Jefferson University and Hospitals,No Salary Listed,20000
2997,"Norristown, PA","Scientist, Forensic (Nights) - Norristown, PA",Quest Diagnostics,No Salary Listed,20000
2998,"King of Prussia, PA",Lead Med Writing Scientist/Medical Writing Manager (WD94956),GlaxoSmithKline,No Salary Listed,20000
2999,"Philadelphia, PA","Manager, Biostatistics (Medical Affairs)",Jazz Pharmaceuticals,No Salary Listed,20000
3000,"Gwynedd, PA 19454",Regulatory Scientist Assistant - II (Associate),Ascent Services Group,No Salary Listed,20000
3001,"Philadelphia, PA","U.S. Medical Affairs Scientific Director, Gene Therapy / Rar...",GlaxoSmithKline,No Salary Listed,20000
3002,"Philadelphia, PA",Mid-Level Environmental Scientist,McCormick Taylor,No Salary Listed,20000
3003,"King of Prussia, PA","Immunology Therapeutic Area Head, US Medical Affairs",CSL Behring,No Salary Listed,20000
3004,"West Point, PA","Associate Director, Computer System Validation Job",Merck,No Salary Listed,20000
3005,"King of Prussia, PA","Immunology Therapeutic Area Head, US Medical Affairs",CSL Behring,No Salary Listed,20000
3006,"Philadelphia, PA","Senior Principal Engineer/Scientist, (Process Development)-...",Pall,No Salary Listed,20000
3007,"Philadelphia, PA","Manager, Biostatistics (Medical Affairs)",Jazz Pharmaceuticals,No Salary Listed,20000
3008,"Horsham, PA",Associate Director Study Logistics,CHARLES RIVER LABORATORIES,No Salary Listed,20000
3009,"Philadelphia, PA","U.S. Medical Affairs Scientific Director, Gene Therapy / Rar...",GlaxoSmithKline,No Salary Listed,20000
3010,"Norristown, PA 19403","Supervisor, Distribution",Johnson Controls,No Salary Listed,20000
3011,"Philadelphia, PA",Director of Bioinformatics,No Company Listed,No Salary Listed,20000
3012,"Philadelphia, PA 19103 (Belmont area)",VP Cyber Security Engineering & Incident Response,Elsevier,No Salary Listed,20000
3013,"Philadelphia, PA",No Job Title Listed,Reed Elsevier,No Salary Listed,20000
3014,"Malvern, PA 19355","Director, Analytical Development",No Company Listed,No Salary Listed,20000
3015,"West Point, PA","Associate Director, Computer System Validation Job",Merck,No Salary Listed,20000
3016,"Wayne, PA",Quality Assurance Engineer,Mobiquity,No Salary Listed,20000
3017,"West Chester, PA",Sr. Research Associate/Associate Scientist - Biologics PK Me...,Teva Pharmaceuticals,No Salary Listed,20000
3018,"King of Prussia, PA",Associate Director - Clinical Pharmacology,CSL Behring,No Salary Listed,20000
3019,"West Point, PA","Senior Scientist, Upstream Vaccine Process Development and C...",Merck,No Salary Listed,20000
3020,"Wilmington, DE",CCB - Risk-Fraud Modeling Data Scientist Manager - Executive...,JPMorgan Chase,No Salary Listed,20000
3021,"Wayne, PA",Healthcare Account Executive,Mobiquity,No Salary Listed,20000
3022,"Horsham, PA 19044","Scientist, Clinical Development & Pharmaceutical","DrugScan, Inc",No Salary Listed,20000
3023,"Radnor, PA",Accountant - Corporate Finance and Control,VWR,No Salary Listed,20000
3024,"Mount Laurel, NJ 08054",Senior Environmental Engineer Job,Golder Associates,No Salary Listed,20000
3025,"Malvern, PA",Cell Culture Scientist,No Company Listed,No Salary Listed,20000
3026,"Philadelphia, PA",Post Doc Fellow - Anesthesiology - Full Time (Lab of Dr. Jef...,Thomas Jefferson University and Hospitals,No Salary Listed,20000
3027,"West Point, PA 19486",Scientist (Downstream processing),Astrix Technology Group,No Salary Listed,20000
3028,"Philadelphia, PA",Pharmaceutical Sales Specialist,AstraZeneca,No Salary Listed,20000
3029,"King of Prussia, PA 19406","Recruiter,Statistician/SAS",TechData,No Salary Listed,20000
3030,"Malvern, PA",Cell Culture Scientist,Eurofins,No Salary Listed,20000
3031,"Radnor, PA","Director - Distribution, Quality Assurance Americas",VWR,No Salary Listed,20000
3032,"Radnor, PA","Director - Distribution, Quality Assurance Americas",VWR,No Salary Listed,20000
3033,"Radnor, PA",Intern - Financial Planning and Analysis,VWR,No Salary Listed,20000
3034,"West Point, PA 19486",Scientist (Downstream processing),Astrix Technology Group,No Salary Listed,20000
3035,"Malvern, PA",Cell Culture Scientist,Eurofins,No Salary Listed,20000
3036,"Philadelphia, PA 19113","Tax Manager, Indirect Tax",Thomson Reuters,No Salary Listed,20000
3037,"King of Prussia, PA 19406","Recruiter,Statistician/SAS",TechData,No Salary Listed,20000
3038,"Philadelphia, PA 19113","Tax Manager, Transfer Pricing and Foreign Taxes",Thomson Reuters,No Salary Listed,20000
3039,"Malvern, PA 19355",Research Chemist,SAINT-GOBAIN,No Salary Listed,20000
3040,"West Point, PA","Prin. Scientist, Toxicology Job",Merck,No Salary Listed,20000
3041,"Philadelphia, PA",Clinical Research Nurse I - Neuro Surgery - Full Time,Thomas Jefferson University Hospital,No Salary Listed,20000
3042,"Wilmington, DE 19803",Experienced Electrocoat Formulation Scientist,Axalta Coating Systems,No Salary Listed,20000
3043,"Philadelphia, PA",Med Services Clinician - LPN,Thomas Jefferson University and Hospitals,No Salary Listed,20000
3044,"Philadelphia, PA",Apple Systems Administrator - IS&T Department,Thomas Jefferson University and Hospitals,No Salary Listed,20000
3045,"Radnor, PA",Intern - Financial Planning and Analysis,VWR,No Salary Listed,20000
3046,"Philadelphia, PA",Data Scientist,No Company Listed,"$160,000 a year",20000
3047,"Philadelphia, PA 19103 (Belmont area)","Executive Director, Clinical Development Sleep LCM",Jazz Pharmaceuticals,No Salary Listed,20000
3048,"Malvern, PA 19355",Research Chemist,SAINT-GOBAIN,No Salary Listed,20000
3049,"Philadelphia, PA",Data Scientist,No Company Listed,No Salary Listed,20000
3050,"Philadelphia, PA",Faculty Position / Assistant Professor - Jefferson College o...,Thomas Jefferson University and Hospitals,No Salary Listed,20000
3051,"Philadelphia, PA",Clinical Research Nurse I - Neuro Surgery - Full Time,Thomas Jefferson University and Hospitals,No Salary Listed,20000
3052,"Collegeville, PA",VP Vaccine Clinical Research,Pfizer,No Salary Listed,20000
3053,"Philadelphia, PA 19113","Tax Manager, Indirect Tax",Thomson Reuters,No Salary Listed,20000
3054,"King of Prussia, PA",Biopharm Scientist - Senior Project Manager - CMC Tech Trans...,PPD,No Salary Listed,20000
3055,"Philadelphia, PA 19113","Tax Manager, Transfer Pricing and Foreign Taxes",Thomson Reuters,No Salary Listed,20000
3056,"Collegeville, PA","Director, Lead Study Clinician",Pfizer,No Salary Listed,20000
3057,"Philadelphia, PA",Data Scientist,No Company Listed,$120 an hour,20000
3058,"Philadelphia, PA","Financial Analyst, Clinical Solutions",Reed Elsevier,No Salary Listed,20000
3059,"Philadelphia, PA 19102 (City Center West area)",Data Scientist,Jobspring Partners,"$160,000 a year",20000
3060,"Philadelphia, PA","Director, Epidemiology/Statistician",No Company Listed,No Salary Listed,20000
3061,"Philadelphia, PA",4337 Data Scientist with Python programming,"ReqRoute,Inc",No Salary Listed,20000
3062,"Wilmington, DE",Senior Scientist,No Company Listed,No Salary Listed,20000
3063,"Philadelphia, PA 19112 (Marconi Plaza-Packer Park area)",SAS/Statistical Programmer,No Company Listed,No Salary Listed,20000
3064,"Upper Gwynedd, PA",Junior Statistician,"C3i, Inc.",No Salary Listed,20000
